areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-05-27,1825,250439
overview,United Kingdom,K02000001,2020-05-26,2058,248614
overview,United Kingdom,K02000001,2020-05-25,1616,246556
overview,United Kingdom,K02000001,2020-05-24,1363,244940
overview,United Kingdom,K02000001,2020-05-23,1526,243577
overview,United Kingdom,K02000001,2020-05-22,2052,242051
overview,United Kingdom,K02000001,2020-05-21,2565,239999
overview,United Kingdom,K02000001,2020-05-20,2702,237434
overview,United Kingdom,K02000001,2020-05-19,3046,234732
overview,United Kingdom,K02000001,2020-05-18,2577,231686
overview,United Kingdom,K02000001,2020-05-17,1833,229109
overview,United Kingdom,K02000001,2020-05-16,2076,227276
overview,United Kingdom,K02000001,2020-05-15,2523,225200
overview,United Kingdom,K02000001,2020-05-14,2622,222677
overview,United Kingdom,K02000001,2020-05-13,3309,220055
overview,United Kingdom,K02000001,2020-05-12,3386,216746
overview,United Kingdom,K02000001,2020-05-11,3573,213360
overview,United Kingdom,K02000001,2020-05-10,2322,209787
overview,United Kingdom,K02000001,2020-05-09,2162,207465
overview,United Kingdom,K02000001,2020-05-08,3063,205303
overview,United Kingdom,K02000001,2020-05-07,3772,202240
overview,United Kingdom,K02000001,2020-05-06,3816,198468
overview,United Kingdom,K02000001,2020-05-05,3667,194652
overview,United Kingdom,K02000001,2020-05-04,3387,190985
overview,United Kingdom,K02000001,2020-05-03,2981,187598
overview,United Kingdom,K02000001,2020-05-02,3232,184617
overview,United Kingdom,K02000001,2020-05-01,4731,181385
overview,United Kingdom,K02000001,2020-04-30,4955,176654
overview,United Kingdom,K02000001,2020-04-29,5422,171699
overview,United Kingdom,K02000001,2020-04-28,4712,166277
overview,United Kingdom,K02000001,2020-04-27,4700,161565
overview,United Kingdom,K02000001,2020-04-26,3469,156865
overview,United Kingdom,K02000001,2020-04-25,3742,153396
overview,United Kingdom,K02000001,2020-04-24,4946,149654
overview,United Kingdom,K02000001,2020-04-23,5142,144708
overview,United Kingdom,K02000001,2020-04-22,5485,139566
overview,United Kingdom,K02000001,2020-04-21,4764,134081
overview,United Kingdom,K02000001,2020-04-20,4412,129317
overview,United Kingdom,K02000001,2020-04-19,3849,124905
overview,United Kingdom,K02000001,2020-04-18,4698,121056
overview,United Kingdom,K02000001,2020-04-17,4932,116358
overview,United Kingdom,K02000001,2020-04-16,5272,111426
overview,United Kingdom,K02000001,2020-04-15,5039,106154
overview,United Kingdom,K02000001,2020-04-14,4297,101115
overview,United Kingdom,K02000001,2020-04-13,4165,96818
overview,United Kingdom,K02000001,2020-04-12,3478,92653
overview,United Kingdom,K02000001,2020-04-11,3557,89175
overview,United Kingdom,K02000001,2020-04-10,4310,85618
overview,United Kingdom,K02000001,2020-04-09,4847,81308
overview,United Kingdom,K02000001,2020-04-08,5116,76461
overview,United Kingdom,K02000001,2020-04-07,5430,71345
overview,United Kingdom,K02000001,2020-04-06,5257,65915
overview,United Kingdom,K02000001,2020-04-05,3583,60658
overview,United Kingdom,K02000001,2020-04-04,4002,57075
overview,United Kingdom,K02000001,2020-04-03,4892,53073
overview,United Kingdom,K02000001,2020-04-02,4855,48181
overview,United Kingdom,K02000001,2020-04-01,4933,43326
overview,United Kingdom,K02000001,2020-03-31,4510,38393
overview,United Kingdom,K02000001,2020-03-30,4258,33883
overview,United Kingdom,K02000001,2020-03-29,2853,29625
overview,United Kingdom,K02000001,2020-03-28,2815,26772
overview,United Kingdom,K02000001,2020-03-27,3183,23957
overview,United Kingdom,K02000001,2020-03-26,3080,20774
overview,United Kingdom,K02000001,2020-03-25,2692,17694
overview,United Kingdom,K02000001,2020-03-24,2373,15002
overview,United Kingdom,K02000001,2020-03-23,2323,12629
overview,United Kingdom,K02000001,2020-03-22,1373,10306
overview,United Kingdom,K02000001,2020-03-21,1190,8933
overview,United Kingdom,K02000001,2020-03-20,1258,7743
overview,United Kingdom,K02000001,2020-03-19,1049,6485
overview,United Kingdom,K02000001,2020-03-18,991,5436
overview,United Kingdom,K02000001,2020-03-17,788,4445
overview,United Kingdom,K02000001,2020-03-16,601,3657
overview,United Kingdom,K02000001,2020-03-15,441,3056
overview,United Kingdom,K02000001,2020-03-14,362,2615
overview,United Kingdom,K02000001,2020-03-13,480,2253
overview,United Kingdom,K02000001,2020-03-12,482,1773
overview,United Kingdom,K02000001,2020-03-11,401,1291
overview,United Kingdom,K02000001,2020-03-10,266,890
overview,United Kingdom,K02000001,2020-03-09,147,624
overview,United Kingdom,K02000001,2020-03-08,57,477
overview,United Kingdom,K02000001,2020-03-07,68,420
overview,United Kingdom,K02000001,2020-03-06,81,352
overview,United Kingdom,K02000001,2020-03-05,50,271
overview,United Kingdom,K02000001,2020-03-04,56,221
overview,United Kingdom,K02000001,2020-03-03,57,165
overview,United Kingdom,K02000001,2020-03-02,39,108
overview,United Kingdom,K02000001,2020-03-01,22,69
overview,United Kingdom,K02000001,2020-02-29,5,47
overview,United Kingdom,K02000001,2020-02-28,12,42
overview,United Kingdom,K02000001,2020-02-27,8,30
overview,United Kingdom,K02000001,2020-02-26,4,22
overview,United Kingdom,K02000001,2020-02-25,5,18
overview,United Kingdom,K02000001,2020-02-24,2,13
overview,United Kingdom,K02000001,2020-02-23,1,11
overview,United Kingdom,K02000001,2020-02-22,0,10
overview,United Kingdom,K02000001,2020-02-21,1,10
overview,United Kingdom,K02000001,2020-02-20,0,9
overview,United Kingdom,K02000001,2020-02-19,0,9
overview,United Kingdom,K02000001,2020-02-18,0,9
overview,United Kingdom,K02000001,2020-02-17,0,9
overview,United Kingdom,K02000001,2020-02-16,0,9
overview,United Kingdom,K02000001,2020-02-15,0,9
overview,United Kingdom,K02000001,2020-02-14,0,9
overview,United Kingdom,K02000001,2020-02-13,0,9
overview,United Kingdom,K02000001,2020-02-12,0,9
overview,United Kingdom,K02000001,2020-02-11,1,9
overview,United Kingdom,K02000001,2020-02-10,0,8
overview,United Kingdom,K02000001,2020-02-09,1,8
overview,United Kingdom,K02000001,2020-02-08,4,7
overview,United Kingdom,K02000001,2020-02-07,0,3
overview,United Kingdom,K02000001,2020-02-06,0,3
overview,United Kingdom,K02000001,2020-02-05,1,3
overview,United Kingdom,K02000001,2020-02-04,0,2
overview,United Kingdom,K02000001,2020-02-03,0,2
overview,United Kingdom,K02000001,2020-02-02,0,2
overview,United Kingdom,K02000001,2020-02-01,0,2
overview,United Kingdom,K02000001,2020-01-31,0,2
overview,United Kingdom,K02000001,2020-01-30,2,2
